id,name,name_en,muscle_group,instructions,equipment,secondary_muscles
604da38b-8eca-4fa8-b408-d714cff5f3f5,Écarté incliné haltères,Incline Dumbbell Fly,Pectoraux,"{""setup"":[""Placez-vous sur une benne inclinée à 30-45 degrés."",""Prenez un haltère dans chaque main et placez vos mains à l'écart de votre torse."",""Assurez-vous que vos coudes sont légèrement pliés."",""Gardez votre dos droit et votre tête alignée avec votre colonne vertébrale.""],""movement"":[""Poussez vos coudes vers l'avant tout en gardant les bras légèrement pliés."",""Concentrez-vous sur l'étirement et la contraction des pectoraux."",""Revenez lentement à la position initiale."",""Répétez l'exercice pour atteindre le nombre de répétitions souhaitées.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long de l'exercice."",""Inspirez lors de l'étirement et expirez lors de la contraction.""],""common_mistakes"":[""Ne pliez pas vos coudes trop, cela peut entraîner une mauvaise technique."",""Évitez de lever les hanches ou de se pencher en arrière, cela peut endommager le dos."",""Ne faites pas d'angles trop grands avec vos bras, cela peut entraîner une tension inutile."",""Assurez-vous de maintenir une bonne posture tout au long de l'exercice.""]}",dumbbell,
0e88e8ec-bdfe-4b5a-891e-a0318cd772ac,Écarté inversé banc incliné,Incline Bench Reverse Fly - Hello,Épaules,"{""setup"":[""Assis sur le banc incliné, les pieds solides au sol."",""Les hanches et le dos doivent être bien appuyés contre le banc."",""Les bras sont tendus vers le haut, les dumbbells parallèles au sol."",""Les coudes légèrement pliés, mais pas complètement.""],""movement"":[""Pendant l'ascension, les bras se rapprochent l'un de l'autre sans toucher."",""Lors de la descente, les bras s'écartent l'un de l'autre."",""Concentrez-vous sur le mouvement des épaules, pas des bras."",""Le mouvement doit être contrôlé et lents.""],""breathing"":[""Respirez profondément pendant l'ascension."",""Exhale lentement pendant la descente.""],""common_mistakes"":[""Ne pas maintenir les coudes légèrement pliés."",""Faire des mouvements rapides et non contrôlés."",""Utiliser un poids trop lourd, ce qui peut entraîner des mouvements non contrôlés."",""Ne pas maintenir une bonne posture sur le banc.""]}",dumbbell,
1fec5cba-0e34-4c1f-bb45-14a8df1aa693,Écarté inversé debout,Reverse Fly Standing,Épaules,"{""setup"":[""Prenez une band entre vos pieds et formez un angle de 45 degrés avec les jambes."",""Placez vos mains sur la band, les coudes légèrement fléchis."",""Gardez le dos droit et la tête levée vers le ciel."",""Assurez-vous que vos pieds sont écartés d'environ la largeur de vos épaules.""],""movement"":[""Poussez doucement les coudes vers l'extérieur tout en gardant les bras parallèles au sol."",""Concentrez-vous sur l'extension des épaules sans lever les bras trop haut."",""Revenez lentement à la position initiale."",""Répétez pour atteindre 10 à 15 répétitions.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lorsque vous vous éloignez des coudes et expirez lors de la rétraction.""],""common_mistakes"":[""Ne pliez pas le dos ou ne penchez pas la tête vers le bas."",""Ne poussez pas trop fort avec les coudes, ce qui peut causer des blessures."",""Assurez-vous que vos pieds restent écartés pour maintenir l'équilibre."",""Ne laissez pas vos bras se lever trop haut, ce qui peut entraîner une mauvaise technique.""]}",band,
dc79f358-f4ea-42c5-b300-ca15a06221df,Écarté inversé poulie,Reverse Cable Flye,Épaules,"{""setup"":[""Placez-vous devant la poulie à hauteur de poitrine"",""Saisissez les manettes avec vos mains écartées"",""Détendez vos épaules et maintenez votre dos droit"",""Plantez vos pieds fermement au sol pour une meilleure stabilité""],""movement"":[""Poussez doucement vos mains vers l'extérieur tout en gardant vos coudes fixes"",""Conservez une position de poitrine légèrement contractée tout au long de l'exercice"",""Revenez lentement à la position initiale"",""Répétez pour atteindre 10 à 12 répétitions""],""breathing"":[""Respirez profondément et lâchez lentement l'air pendant la contraction"",""Respirez pendant la phase de retour"",""Ne retenez pas votre souffle""],""common_mistakes"":[""Ne pas maintenir une position de poitrine contractée"",""Utiliser le mouvement de coudes pour effectuer l'exercice"",""Ne pas contrôler le mouvement de retour"",""Faire des mouvements rapides et brusques""]}",bodyweight,Trapèzes
a36ebe8b-d10e-4782-9441-45f8dc7d6ddb,Écarté pectoraux machine,Machine chest fly,Pectoraux,"{""setup"":[""Assis sur la machine, placez vos pieds sur les étriers pour maintenir votre position stable."",""Saisissez les manettes de chaque côté de la machine."",""Écartez légèrement les manettes pour que vos bras soient parallèles au sol."",""Assurez-vous que vos coudes sont légèrement courbés.""],""movement"":[""Poussez doucement les manettes vers le haut, en gardant vos bras parallèles."",""Continuez jusqu'à ce que vos bras soient presque au-dessus de votre tête."",""Revenez lentement à la position de départ."",""Répétez pour 10 à 15 répétitions.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long de l'exercice."",""Respirez pendant la phase de poussée et expirez pendant la phase de retour.""],""common_mistakes"":[""Ne pliez pas vos coudes trop, cela peut entraîner une mauvaise technique."",""Ne vous penchez pas en arrière pendant l'exercice, cela peut entraîner une mauvaise posture."",""Ne faites pas d'excès de poids, utilisez un poids qui vous permet de maintenir une bonne technique.""]}",bodyweight,
a92cfa1e-21fd-425e-bc09-48d32b476ef6,Écarté poulie bas des pectoraux,Cable Fly Lower Chest,Pectoraux,"{""setup"":[""Placez-vous devant l'écarté poulie en position assise."",""Saisissez les manettes avec vos mains écartées."",""Plantez vos pieds fermement au sol pour maintenir votre stabilité."",""Assurez-vous que votre dos est droit et que votre tête est alignée avec votre colonne vertébrale.""],""movement"":[""Commencez en tenant les manettes à mi-hauteur, légèrement en dehors des épaules."",""Pousser les manettes vers le bas en gardant vos bras tendus."",""Concentrez-vous sur l'étirement et la contraction des pectoraux."",""Revenez lentement à la position de départ.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long de l'exercice."",""Inspirez lors de l'étirement et expirez lors de la contraction.""],""common_mistakes"":[""Ne plissez pas les fesses ou ne penchez pas la tête."",""Évitez de lever les genoux pour maintenir une bonne posture."",""Ne pliez pas les coudes pour maintenir une contraction contrôlée des pectoraux.""]}",bodyweight,
a7a4aad3-42eb-4eaf-9084-06326d8bbf8f,Écarté poulie haut des pectoraux,Cable Fly Upper Chest,Pectoraux,"{""setup"":[""Placez-vous devant l'écarté poulie"",""Saisissez les manettes avec vos mains écartées"",""Plantez vos pieds fermement au sol"",""Gardez votre corps droit et votre tête alignée avec votre colonne vertébrale""],""movement"":[""Déplacez les manettes vers le haut, en les gardant à la hauteur de vos pectoraux"",""Conservez une position de tronc droite tout au long de l'exercice"",""Faites une pause à la position haut"",""Rappelez les manettes lentement vers les côtés""],""breathing"":[""Respirez profondément et lissez votre respiration"",""Respirez pendant la phase de contraction"",""Exhale pendant la phase de retour""],""common_mistakes"":[""Ne pas maintenir une position de tronc droite"",""Utiliser le mouvement de la hanche au lieu de celui des épaules"",""Ne pas contrôler le mouvement pendant le retour"",""Faire l'exercice trop rapidement""]}",bodyweight,
176048dc-f461-40d0-8ce2-6de1c5ee24b2,Écarté poulie milieu des pectoraux,Cable Fly Middle Chest,Pectoraux,"{""setup"":[""Placez-vous devant la poulie écartée à la hauteur de vos hanches."",""Prenez chaque manche de la poulie avec une main."",""Écartez légèrement les jambes pour maintenir un dos droit."",""Pliez légèrement les genoux et maintenez un abdomen contracté.""],""movement"":[""Commencez en position de départ avec les bras tendus vers le haut."",""Pousser les bras vers les côtés tout en gardant les coudes légèrement fléchis."",""Concentrez-vous sur l'étirement et la contraction des pectoraux."",""Revenez lentement à la position de départ.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lors de l'étirement et expirez lors de la contraction.""],""common_mistakes"":[""Ne pliez pas trop les genoux, cela peut entraîner une mauvaise posture."",""Évitez de lever les fesses du sol, cela peut entraîner une mauvaise posture."",""Ne pliez pas les coudes trop, cela peut entraîner une mauvaise technique."",""Ne vous accrochez pas trop à la poulie, cela peut entraîner une tension inutile.""]}",bodyweight,
26c48b5c-cd03-4dd0-a3ae-abed1a58de14,Écarté poulie penché,Bent over Cable Flye,Pectoraux,"{""setup"":[""Tenez-vous debout avec les pieds écartés de la largeur des épaules"",""Penchez-vous en avant en gardant le dos droit"",""Stabilisez vos genoux légèrement pliés""],""movement"":[""Écartez vos bras sur les côtés en gardant les coudes légèrement pliés"",""Faites monter vos bras jusqu'à ce qu'ils soient parallèles au sol"",""Redescendez vos bras à la position initiale en contrôlant le mouvement""],""breathing"":[""Inspirez lors de la descente de vos bras"",""Expirez lors de la montée de vos bras""],""common_mistakes"":[""Ne penchez pas trop en avant, car cela peut mettre une pression excessive sur votre dos"",""Gardez vos abdominaux contractés pour maintenir la stabilité""]}",bodyweight,
84b0562d-b5e0-4940-bbd8-b8617f2c0dce,Écarté poulie vis-à-vis,Cable Fly,Pectoraux,"{""setup"":[""Tenez-vous debout avec les pieds écartés de la largeur des épaules"",""Maintenez les bras tendus sur les côtés avec les paumes tournées vers le haut"",""Penchez légèrement le torse en avant""],""movement"":[""Écartez les bras vers l'extérieur en gardant les coudes légèrement pliés"",""Ramenez les bras vers le centre de votre poitrine en compressant les pectoraux"",""Répétez le mouvement en contrôlant la vitesse de descente et de montée""],""breathing"":[""Inspirez lors de l'écarts des bras"",""Expirez lors de la compression des pectoraux"",""Respirez de manière naturelle et régulière tout au long de l'exercice""],""common_mistakes"":[""Ne pas garder les coudes légèrement pliés"",""Faire pivoter les épaules ou les hanches pendant le mouvement"",""Utiliser une amplitude de mouvement trop grande""]}",bodyweight,
06aee474-b041-4edd-aeee-be0c7d8f4ea4,Élévation bras et jambe à quatre pattes,Quadriped Arm and Leg Raise,Épaules,"{""setup"":[""Commencez sur vos mains et vos genoux, alignez vos épaules et vos hanches."",""Gardez vos bras et vos jambes droits, contractez vos abdominaux."",""Assurez-vous que votre corps forme une ligne droite."",""Plantez vos mains et vos genoux fermement au sol.""],""movement"":[""Lever un bras et l'autre jambe en même temps, contractez vos épaules."",""Ramenez-les lentement vers le sol, sans toucher le sol."",""Répétez l'exercice en alternant les bras et les jambes."",""Maintenez la position de départ entre chaque répétition.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lorsque vous ramenez vos bras et jambes vers le sol."",""Exhale lorsque vous les élévez."",""Conservez une respiration fluide et continue.""],""common_mistakes"":[""Ne pas maintenir une ligne droite du corps, ce qui peut entraîner des douleurs dans le dos."",""Utiliser les hanches pour aider à lever les bras et les jambes, ce qui peut diminuer l'efficacité de l'exercice."",""Ne pas contrôler le mouvement, ce qui peut entraîner une perte de contrôle et une mauvaise technique."",""Respirer de manière saccadée, ce qui peut affecter la performance et la respiration.""]}",bodyweight,Dos
77547824-983a-4696-b608-5572b683621f,Élévation de schoulder (haltère),Schoulder Raise (Dumbbell),Épaules,"{""setup"":[""Prenez un haltère dans chaque main."",""Placez-vous debout avec les pieds écartés."",""Relaxez vos bras le long de votre corps."",""Gardez votre dos droit et votre tête droite.""],""movement"":[""Lèvez doucement vos bras vers le haut en gardant les coudes fixes."",""Concentrez-vous sur l'extension des épaules."",""Ne pliez pas les coudes pendant l'exercice."",""Ralentissez lors de la descente pour contrôler le mouvement.""],""breathing"":[""Respirez profondément pendant la phase de contraction."",""Exhale lentement pendant la phase de décontraction.""],""common_mistakes"":[""Ne pliez pas les coudes pendant l'exercice."",""Ne faites pas d'angles aigus avec vos bras."",""Ne vous penchez pas en arrière ou en avant.""]}",dumbbell,
3e644b8a-9f0d-42d0-90c5-5a427d9ab2e9,Élévation deltoïde post. sur banc,Chest-Supported Rear Delt Raise,Épaules,"{""setup"":[""Placez-vous sur le banc avec les pieds solides au sol."",""Soutenez-vous avec les mains sur le banc, les coudes légèrement fléchis."",""Gardez le tronc droit et les fesses légèrement relevées."",""Le dos doit être droit et rigide.""],""movement"":[""Lever doucement le poids vers le haut en tirant avec les épaules."",""Concentrez-vous sur l'extension des épaules arrière."",""Ne pliez pas le tronc ou les hanches."",""Ralentissez lors de la descente pour contrôler le mouvement.""],""breathing"":[""Respirez profondément lors de la phase de descente."",""Exhale lentement lorsque vous lèvez le poids.""],""common_mistakes"":[""Ne pas maintenir le dos droit et rigide."",""Plier le tronc ou les hanches."",""Utiliser le mouvement de la hanche pour aider à lever le poids."",""Ne pas contrôler le mouvement lors de la descente.""]}",bench,Trapèzes
5899c6fd-2699-49f7-b6b3-ce3224e97e41,Élévation deltoïde postérieur,Rear Delt Raise,Épaules,"{""setup"":[""Prenez une barre de haltère avec les mains à la largeur des épaules."",""Plantez les pieds fermement au sol, légèrement plus larges que l'épaule."",""Gardez le dos droit et la tête droite."",""Le buste doit être légèrement penché en arrière.""],""movement"":[""Lever doucement le dumbbell en arrière, en gardant le bras tendu."",""Concentrez-vous sur l'extension des épaules postérieures."",""Ne pliez pas le coude et maintenez-le droit tout au long de l'exercice."",""Ralentissez lors de la descente pour contrôler le mouvement.""],""breathing"":[""Respirez profondément et lissez votre respiration."",""Inspirez lors de la phase de descente."",""Exhale lors de la phase de levée.""],""common_mistakes"":[""Ne pas maintenir le coude droit."",""Plonger le buste trop bas pendant l'exécution de l'exercice."",""Utiliser un poids trop lourd pour effectuer le mouvement."",""Ne pas contrôler le mouvement lors de la descente.""]}",dumbbell,Dos
809a050e-239c-440c-91a2-6e4cfb4e9cfe,Élévation deltoïde postérieur assis,Seated rear delt rise,Dos,"{""setup"":[""Assis sur une machine avec un support pour les jambes pour maintenir la stabilité."",""Prendre un haltère dans chaque main, les bras le long du corps."",""Placer les mains derrière la tête, doigts vers le bas."",""Serrer les fessiers et le dos pour maintenir la colonne vertébrale droite.""],""movement"":[""Lever doucement les bras vers l'arrière, en gardant les coudes légèrement pliés."",""Concentrer l'effort sur les deltoïdes postérieurs."",""Ne pas utiliser le mouvement de la hanche pour aider à lever les bras."",""Ralentir lors de la descente pour contrôler le mouvement.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lors de la phase de descente et expirez lors de la phase de levée.""],""common_mistakes"":[""Ne pas maintenir la colonne vertébrale droite, ce qui peut entraîner des douleurs lombaires."",""Utiliser le mouvement de la hanche pour aider à lever les bras, ce qui peut entraîner une mauvaise isolation des deltoïdes postérieurs."",""Ne pas contrôler la descente, ce qui peut entraîner une surcharge musculaire et une perte de contrôle."",""Utiliser un poids trop lourd, ce qui peut entraîner une mauvaise technique et des blessures.""]}",dumbbell,
a9951fa8-bb98-411f-a0c1-a01eb2ca67e7,Élévation en Y incliné haltères,Incline DB Y-Raise,Épaules,"{""setup"":[""Placez-vous sur une chaise inclinée à 45 degrés."",""Tenir un haltère dans chaque main, bras le long du corps."",""Assurez-vous que vos pieds sont bien ancrés sur le sol."",""Maintenez une posture droite et un dos droit.""],""movement"":[""Lever les haltères vers le haut en formant un Y avec vos bras."",""Concentrez-vous sur l'extension des épaules."",""Ralentissez le mouvement au sommet pour une meilleure contraction."",""Rappelez-vous de ne pas utiliser le mouvement du tronc.""],""breathing"":[""Respirez profondément pendant la phase de descente."",""Exhale lentement pendant la phase de levée.""],""common_mistakes"":[""Ne pas maintenir une posture droite."",""Utiliser le mouvement du tronc au lieu de l'épaule."",""Ne pas contrôler le mouvement au sommet."",""Utiliser un poids trop lourd pour une meilleure contraction.""]}",dumbbell,Trapèzes
2d7a1bb1-35aa-43d9-957c-dd031510ab60,Élévation en Y poulie croisée,Cross-Body Cable Y-Raise,Épaules,"{""setup"":[""Placez-vous devant la poulie croisée à hauteur de poitrine."",""Prenez la barre avec les mains écartées."",""Plantez vos pieds fermement au sol, légèrement écartés."",""Gardez votre tronc droit et votre tête alignée avec votre colonne vertébrale.""],""movement"":[""Commencez en levant vos bras vers le haut en forme de Y."",""Concentrez-vous sur l'extension des épaules."",""Ralentissez à la fin de chaque répétition pour contrôler le mouvement."",""Revenez lentement à la position initiale.""],""breathing"":[""Respirez profondément et régulièrement tout au long de l'exercice."",""Inspirez lors de la descente et expirez lors de l'élévation.""],""common_mistakes"":[""Ne plissez pas les épaules vers l'avant."",""Ne vous penchez pas vers l'avant ou arrière."",""Ne faites pas d'extension excessive du cou.""]}",bodyweight,
28401d75-a1f8-4f73-ac6f-1ef765e6e535,Élévation frontale avec disque,Front Plate Raise,Épaules,"{""setup"":[""Prenez une position debout avec les pieds écartés."",""Portez les bras le long du corps, les mains jointes en forme de disque."",""Assurez-vous que votre dos est droit et que votre tête est alignée avec votre colonne vertébrale."",""Relâchez la tension dans vos épaules et gardez votre corps stable.""],""movement"":[""Lèvez doucement les bras vers le haut, en gardant les coudes légèrement flexés."",""Continuez à lever jusqu'à ce que vos bras soient parallèles au sol."",""Pendant le mouvement, concentrez-vous sur l'extension des épaules."",""Redescendez lentement en contrôlant le mouvement.""],""breathing"":[""Respirez profondément pendant la phase de descente."",""Exhale lentement pendant la phase d'élévation.""],""common_mistakes"":[""Ne pliez pas les genoux ou le tronc pendant l'exercice."",""Ne faites pas d'extension excessive des coudes."",""Evitez de lever les bras au-dessus de la ligne des épaules.""]}",bodyweight,
bb0806ab-87ad-4c21-b679-10dd9e2a160b,Élévation frontale barre droite poulie,Straight Bar Cable Front Raise,Épaules,"{""setup"":[""S'agenouiller devant la poulie droite"",""Saisir l'ez_bar avec les deux mains"",""Placer les pieds à hauteur des hanches, légèrement écartés"",""Garder le tronc droit et les épaules baissées""],""movement"":[""Lever doucement l'ez_bar vers le haut, en gardant les bras tendus"",""Arrêter lorsque les bras sont parallèles au sol"",""Ralentir le mouvement en descendant lentement"",""Répéter pour 10 à 15 répétitions""],""breathing"":[""Respirer normalement tout au long de l'exercice"",""Ne retenez pas votre respiration""],""common_mistakes"":[""Ne pas lever les bras en arrière, garder les mouvements frontal"",""Ne pas utiliser un poids trop lourd, ce qui peut entraîner des mouvements non contrôlés"",""Ne pas maintenir une position de tronc droite""]}",ez_bar,
63636960-4e13-4e99-9023-015382a4b3b2,Élévation frontale poulie,Front Raise (Cable),Épaules,"{""setup"":[""Placez-vous devant la poulie à hauteur de poitrine."",""Tenir la barre avec les mains à la largeur des épaules."",""Gardez le dos droit et les pieds écartés."",""Commencez avec les bras tendus vers le sol.""],""movement"":[""Lever doucement les bras vers le haut en gardant les coudes droits."",""Arrêtez quand vos bras sont parallèles au sol."",""Ralentissez le mouvement de descente."",""Reprenez la position initiale.""],""breathing"":[""Respirez profondément pendant la phase de levée."",""Exhale lentement pendant la phase de descente.""],""common_mistakes"":[""Ne pas lever les bras en arrière, ce qui peut endommager les épaules."",""Utiliser le mouvement du tronc au lieu des épaules."",""Ne pas contrôler la descente, ce qui peut entraîner une perte de contrôle."",""Tenter de lever trop de poids, ce qui peut entraîner des blessures.""]}",bodyweight,
89a8146f-08bb-4f0f-936d-92e8895033d2,Élévation frontale poulie petite barre,Cable Front Raise with a small bar,Épaules,"{""setup"":[""Prenez la petite barre avec les deux mains à la hauteur de la poitrine."",""Placez-vous face à la poulie en position debout."",""Gardez les pieds écartés pour une meilleure stabilité."",""Gardez le tronc droit et les épaules relaxées.""],""movement"":[""Lever doucement la barre vers le haut en gardant les bras tendus."",""Concentrez-vous sur le mouvement des épaules, pas des bras."",""Ne pliez pas les genoux ou le tronc pendant l'exercice."",""Ramenez doucement la barre vers le bas en contrôlant le mouvement.""],""breathing"":[""Respirez naturellement tout au long de l'exercice."",""Ne retenez pas votre respiration.""],""common_mistakes"":[""Ne pas lever les bras en arrière, mais uniquement vers le haut."",""Ne pas utiliser le mouvement des hanches pour aider à lever la barre."",""Ne pas faire de mouvements brusques ou de lâcher la barre.""]}",bodyweight,
668165d1-eb49-4147-8208-b7b90f13028c,Élévation latérale assis haltères,Seated Dumbbell Side Lateral,Épaules,"{""setup"":[""Assis sur une chaise avec les pieds posés par terre."",""Tenir un haltère dans chaque main, les bras le long du corps."",""Maintenir une posture droite et les épaules détendues.""],""movement"":[""Lever doucement les haltères vers le haut, en gardant les bras tendus."",""Concentrez-vous sur le mouvement des épaules, pas des bras."",""Repliez les bras vers le bas en contrôlant le mouvement."",""Répétez pour un nombre de répétitions prescrit.""],""breathing"":[""Respirez profondément pendant le mouvement de levée."",""Exhale doucement pendant le mouvement de descente.""],""common_mistakes"":[""Ne pas lever les haltères trop haut, ce qui peut entraîner une mauvaise posture."",""Utiliser un poids trop lourd, ce qui peut entraîner des mouvements non contrôlés."",""Ne pas maintenir une posture droite, ce qui peut entraîner des douleurs dans le dos.""]}",dumbbell,
bf3f4c4b-e74b-4d75-bb66-18499a8c8cdd,Élévation latérale et frontale haltères,Shoulder Raise Side and Front DB,Épaules,"{""setup"":[""Prenez une position debout avec les pieds écartés, les genoux légèrement fléchis et le dos droit."",""Halte les haltères à vos côtés avec vos bras droits et vos paumes tournées vers l'avant."",""Assurez-vous que vos épaules sont relâchées et que votre core est bien engage.""],""movement"":[""Lors de l'élévation latérale, soulèvez les haltères en levant vos bras vers le haut en gardant les coudes fixés à vos côtés."",""Lors de l'élévation frontale, soulèvez les haltères en levant vos bras vers l'avant en gardant les coudes fixés à vos côtés."",""Concentrez-vous sur le mouvement des épaules et évitez de lever les haltères avec les coudes.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long du mouvement."",""Inspirez lors de la descente et expirez lors de l'élévation.""],""common_mistakes"":[""Ne pas maintenir les coudes fixés à vos côtés."",""Utiliser un poids trop lourd qui peut entraîner des mouvements non contrôlés."",""Ne pas maintenir une bonne posture tout au long de l'exercice.""]}",dumbbell,
8c57a2f0-6cc6-4ef4-b628-bb32f4c517fe,Élévation latérale machine,Machine lateral wise,Épaules,"{""setup"":[""Assis sur la machine, placez vos pieds sur les étriers."",""Placez votre main non travaillée sur le dossier pour stabiliser votre corps."",""Saisissez la poignée avec votre main travaillée."",""Gardez votre corps droit et vos épaules en arrière.""],""movement"":[""Lever doucement la poignée vers le haut, en gardant vos coudes près de vos côtés."",""Conservez une position de coudes légèrement pliés tout au long de l'exercice."",""Ramenez lentement la poignée vers le bas en contrôlant le mouvement."",""Répétez pour le nombre de répétitions prescrit.""],""breathing"":[""Respirez profondément et lissez votre respiration tout au long de l'exercice."",""Inspirez lors de la phase de descente et expirez lors de la phase d'élévation.""],""common_mistakes"":[""Ne pliez pas vos coudes pendant l'exercice."",""Ne vous penchez pas en avant ou en arrière."",""Ne faites pas d'angles aigus avec vos bras et vos corps.""]}",bodyweight,
ce6a9bd0-6ece-41c7-b48e-840ae8874e8d,Élévation latérale poulie,Side Lateral Raise (Cable),Dos,"{""setup"":[""Placez-vous devant la poulie à hauteur de vos épaules."",""Tenir la barre avec vos mains à la largeur des épaules."",""Gardez vos pieds largement écartés et vos genoux légèrement fléchis."",""Gardez votre tronc droit et vos épaules baissées.""],""movement"":[""Lever doucement la barre vers le haut, en gardant vos bras tendus."",""Arrêtez-vous lorsque vos bras sont parallèles au sol."",""Ralentissez le mouvement de descente en contrôlant la barre vers le bas."",""Répétez pour le nombre de répétitions prescrit.""],""breathing"":[""Respirez profondément pendant la phase de descente."",""Exhale pendant la phase de levée.""],""common_mistakes"":[""Ne pas lever les bras au-dessus de la ligne des épaules."",""Faire des mouvements rapides et non contrôlés."",""Utiliser le mouvement de la hanche pour aider à lever la barre.""]}",bodyweight,
1c2a8eec-caed-4d8b-a883-23e79b36f7cd,Élévation latérale poulie arrière,Side lateral raise - Back (Cable),Épaules,"{""setup"":[""Tenez les poignées de la poulie arrière au niveau des épaules"",""Les bras doivent être légèrement fléchis"",""Les pieds doivent être écartés de la largeur des épaules""],""movement"":[""Élevez les bras latéralement jusqu'au niveau des épaules"",""Maintenez la position pendant une seconde"",""Abaissez les bras à la position initiale""],""breathing"":[""Inspirez lors de l'abaissement des bras"",""Expirez lors de l'élevation des bras"",""Respirez de manière naturelle et régulière""],""common_mistakes"":[""Ne pas maintenir les épaules basses et les omoplates serrées"",""Faire pivoter les épaules ou les hanches pendant l'exercice"",""Ne pas contrôler le mouvement""]}",bodyweight,
f6363b80-f7bd-4d7d-ba5f-52a39ca0c6ee,Élévation latérale poulie avant,Side lateral raise - Front (Cable),Épaules,"{""setup"":[""Prenez une poulie avant à hauteur de la poitrine"",""Saisissez les manettes avec vos deux mains"",""Pliez légèrement les genoux et placez-vous face à la poulie"",""Détendez vos bras le long de votre corps""],""movement"":[""Lever doucement vos bras vers le haut en gardant les coudes légèrement flexionnés"",""Arrêtez-vous lorsque vos bras sont parallèles au sol"",""Ralentissez le mouvement de descente en contrôlant la poulie vers le bas"",""Répétez pour 10 à 15 répétitions""],""breathing"":[""Respirez profondément pendant la phase de descente"",""Exhale lentement pendant la phase d'élévation""],""common_mistakes"":[""Ne pas lever les bras en arrière, maintenez-les parallèles à l'avant"",""Ne pas utiliser le mouvement de rotation des coudes"",""Ne pas lever les bras au-dessus de la ligne des épaules""]}",bodyweight,
5c43630f-7903-4f3d-b07b-f310579289eb,Élévation latérale poulie derrière le dos,Behind the Back Cable Lateral Raise,Épaules,"{""setup"":[""Placez-vous devant la poulie à hauteur de vos épaules, dos droit."",""Tenir la barre avec vos mains à la largeur des épaules, dos à la poulie."",""Écartez vos jambes pour maintenir votre stabilité."",""Levez vos bras vers le haut, gardant vos coudes légèrement pliés.""],""movement"":[""Lever doucement vos bras vers le haut, en gardant les coudes fixes."",""Concentrez-vous sur l'extension des épaules."",""Ne pliez pas vos coudes pendant l'exercice."",""Ralentissez le mouvement au sommet pour une meilleure contraction.""],""breathing"":[""Respirez profondément pendant le mouvement de levée."",""Exhale lentement pendant la contraction musculaire."",""Inhale pendant le mouvement de descente.""],""common_mistakes"":[""Ne pliez pas les coudes pendant l'exercice."",""Ne faites pas de mouvements de balançoire."",""Ne vous penchez pas en arrière pour atteindre plus haut."",""Assurez-vous de maintenir une bonne posture tout au long de l'exercice.""]}",bodyweight,Trapèzes
bf9e6034-f98b-4e4b-a82a-8d7c58ea8a72,Élévation latérale poulie haute,High-Cable Lateral Raise,Épaules,"{""setup"":[""Tenez les poignées de la poulie haute avec les paumes tournées vers le bas."",""Écartez légèrement les jambes et gardez le dos droit."",""Maintenez les bras légèrement fléchis""],""movement"":[""Élevez les bras latéralement jusqu'à l'épaule sans bouger les épaules."",""Maintenez la position pendant une seconde avant de redescendre."",""Répétez le mouvement en contrôlant les bras""],""breathing"":[""Inspirez lors de la phase de descente."",""Expirez lors de la phase de montée"",""Respirez naturellement et évitez de retenir votre souffle""],""common_mistakes"":[""Ne bougez pas les épaules ou le dos pendant le mouvement."",""Évitez de lever les bras trop haut ou de les laisser retomber brusquement."",""Ne pas utiliser de poids excessif""]}",bodyweight,Dos; Abdos
b04bc576-fca1-4246-9c34-642293271375,Élévation latérale poulie un bras,Cable Lateral Raises (Single Arm),Épaules,"{""setup"":[""S'agenouiller devant la poulie à hauteur de la poitrine"",""Tenir la barre avec un poing"",""Garder le tronc droit et les hanches immobiles"",""Le bras non utilisé doit être le long du corps""],""movement"":[""Lever doucement le bras vers le haut en gardant le coude légèrement plié"",""Arrêter quand le bras est parallèle au sol"",""Ralentir le mouvement en descendant lentement le bras"",""Répéter pour les répétitions prescrites""],""breathing"":[""Respirer naturellement tout au long de l'exercice"",""Ne retenez pas votre respiration""],""common_mistakes"":[""Plonger le coude pour lever le poids"",""Utiliser le mouvement du tronc au lieu de celui des épaules"",""Ne pas contrôler le mouvement en descendant""]}",bodyweight,
bef3b7ca-9ea6-4f10-a4d1-f8cf2b47cd2c,Élévation mollet machine,Standing Calf Raises,Mollets,"{""setup"":[""Placez-vous debout dans la machine, épaules sous les coussinets."",""Positionnez l'avant des pieds sur le bord de la plateforme."",""Gardez les jambes quasi tendues et le dos droit.""],""movement"":[""Montez sur la pointe des pieds le plus haut possible."",""Maintenez la contraction en haut pendant une seconde."",""Redescendez lentement les talons sous le niveau de la plateforme.""],""breathing"":[""Expirez en montant sur les pointes."",""Inspirez en redescendant.""],""common_mistakes"":[""Fléchir les genoux pendant le mouvement."",""Rebondir en bas sans contrôler la descente."",""Ne pas utiliser toute l'amplitude du mouvement.""]}",machine,Mollets
