wger_id,name_en,name_fr,translation_source,needs_review
1390,"Toe Touch","Toucher les orteils",mymemory,true
1391,"Elephant Walks","Promenades à dos d'éléphant",mymemory,true
1392,"Good Morning","Bonjour",mymemory,true
1393,"Single Leg Hamstring Stretch","Étirement des ischio-jambiers d'une jambe",mymemory,true
1394,"Sit & Reach","Sit & Reach",mymemory,true
1395,"Crossbody Leg Swings","Balançoires à bandoulière",mymemory,true
1396,"Standing Pancake","Crêpe debout",mymemory,true
1398,"Hamstring Chokes","Stokes ischio-jambiers",mymemory,true
1400,"Crossbody Hamstring Stretch","Étirement des ischio-jambiers à bandoulière",mymemory,true
1658,"Preacher Curl - Externally Rotated","Boucle de prédicateur - Rotation externe",mymemory,true
1688,"Kickstand RDL","Kickstand RDL",mymemory,true
1406,"Plank-to-Elbow Extension","Extension planche-coude",mymemory,true
1407,"Cossack squat","Squat cosaque",mymemory,true
1408,"Wall-sit","L'assise",mymemory,true
1409,"Dragon-flag","Drapeau-dragon",mymemory,true
1410,"Plank with Alternating Leg Lift","Planche avec levage alterné des jambes",mymemory,true
1411,"Heel Touches","Touches de talon",mymemory,true
1412,"bicycle crunches","Crunchs bicyclette",mymemory,true
1414,"Hack Squats","Hack Squats",mymemory,true
1415,"Dumbbell Crunches","Coups d'haltères",mymemory,true
1424,"Biceps Curl Machine","Machine à boucler les biceps",mymemory,true
1425,"Toe Taps","Test de tapotement",mymemory,true
1426,"Standing Side Crunches","Crevasses latérales debout",mymemory,true
1429,"Dumbbell Shoulder Rotations","Rotations de l'épaule de l'haltère",mymemory,true
1430,"Plate Pinch Hold","Support de pincement de plaque",mymemory,true
1433,"Reverse Wood Chops","Couteaux de bois inversés",mymemory,true
1434,"Lat Pull DB","Lat Pull DB",mymemory,true
1435,"Scapula Pulls","Tirettes d'omoplate",mymemory,true
1436,"Pin Bench Press BB","Pin Bench Press BB",mymemory,true
1437,"Pin Squat","Pin Squat",mymemory,true
1438,"Clean","Nettoyer",mymemory,true
1439,"Pin OHP","Pin OHP",mymemory,true
1440,"Push OHP","Push OHP",mymemory,true
1441,"Incline OHP DB","Incliner OHP DB",mymemory,true
1442,"Kreis Press DB","Kreis Press DB",mymemory,true
1443,"Shoulder Raise Side and Front DB","Élévation de l'épaule côté et DB avant",mymemory,true
1444,"Incline Chest Press DB","Incline Chest Press DB",mymemory,true
1445,"Jerk OL","Jerk OL",mymemory,true
1446,"Clean and Jerk OL","Epaulé jeté",mymemory,true
1447,"Snatch OL","Snatch OL",mymemory,true
1448,"Seated W Curl","Curl incliné avec haltères",wger,false
1449,"ClimbMill","ClimbMill",mymemory,true
1450,"Cobra Stretch","Étirement Cobra",mymemory,true
1451,"Torso rotation strech","Stretch de rotation du torse",mymemory,true
1452,"Knee to Chest Stretch","○  Étirement des muscles de la cuisse",mymemory,true
1455,"Towel Superman","Serviette Superman",mymemory,true
1457,"Cable Press Around","Presse à câble autour",mymemory,true
1458,"Cross-Body Cable Y-Raise","Élévation en Y du câble transversal",mymemory,true
1461,"No Leg Drive Dumbbell Chest Press","Presse thoracique à haltères sans entraînement de jambe",mymemory,true
1462,"punches","emporte-pièce",mymemory,true
1463,"Dumbbell Underhand Dead Row","Ligne morte sous le bras de l'haltère",mymemory,true
1464,"Pause Hack Squats","Pause Hack Squats",mymemory,true
1465,"Spider Curl","Spider Curl",mymemory,true
1466,"Calf Raise using Hack Squat Machine","Levage de mollet à l'aide de la machine Hack Squat",mymemory,true
1467,"Incline Close Grip Barbell Bench Press","Développé-couché barre à prise serrée",mymemory,true
1468,"Floor Skull Crusher","Concasseur de crânes de sol",mymemory,true
1469,"Bent over Cable Flye","Bent over Cable Flye",mymemory,true
1470,"1-Arm Half-Kneeling Lat Pulldown","Pulldown lat à demi-genoux 1 bras",mymemory,true
1471,"Kroc Row","Kroc Row",mymemory,true
1472,"Cable Shrug-In","Câble Shrug-In",mymemory,true
1473,"Reverse Cable Flye","Mouche à câble inversé",mymemory,true
1474,"W-Raise","W-Raise",mymemory,true
1475,"Black Widow Knee Slides","Glissières de veuve noires",mymemory,true
1476,"Butterfly Sit Up","Papillon assis",mymemory,true
1477,"Seated Corkscrew","Tire-bouchon assis",mymemory,true
1478,"Levitation Crunch","Crunch de lévitation",mymemory,true
1479,"Sit Up Elbow Thrust","Poussée du coude assis",mymemory,true
1480,"Lying Triceps Extensions","Extensions du triceps couché",mymemory,true
1481,"Drag Pushdown","Faire glisser le bouton vers le bas",mymemory,true
1482,"Dumbbell Cheat Curl","Boucle de triche avec haltères",mymemory,true
1483,"Bizeps Curls Trifecta","Boucles de bizeps Trifecta",mymemory,true
1484,"Omni Cable Cross-over","Câble Omni Cross-over",mymemory,true
1485,"Rocking Triceps Pushdown","Poussée des triceps à bascule",mymemory,true
1486,"Alternating High Cable Row","Alterner la rangée de câbles haute",mymemory,true
1487,"Hyper Y W Combo","Hyper Y W Combo",mymemory,true
1488,"Dumbbell Pullover","Pull haltères",mymemory,true
1489,"Plank Jacks","Jacks en planche",mymemory,true
1490,"Lying Triceps Kickback","Rebond du triceps couché",mymemory,true
1491,"Remada unilateral no cabo","Remada unilatéral sans cabine",mymemory,true
1492,"High Row","Ligne haute",mymemory,true
1493,"Bayesian Curl","Boucle bayésienne",mymemory,true
1494,"Sitting Calf Raises","Élévations des mollets assis",mymemory,true
1551,"Push-Up","Pompe",mymemory,true
1496,"DB Upper Chest Variation","Variation du haut de la poitrine DB",mymemory,true
1497,"DB Underhand bench press","DB Presse à bancs sous la main",mymemory,true
1498,"Elbows Tucked DB Bench Press","Presse de banc DB à coudes repliés",mymemory,true
1499,"DB Skull Crushers","Broyeurs de crânes DB",mymemory,true
1500,"DB UCV","DB UCV",mymemory,true
1501,"Alternative DB Gorilla rows","Rangées alternatives de gorilles DB",mymemory,true
1502,"DB Cross Body Hammer Curls","DB Cross Body Hammer Curls",mymemory,true
1503,"Dumbbell Frog Press","Presse à grenouilles avec haltères",mymemory,true
1504,"Dumbbel Bradford press","Dumbbel Bradford Press",mymemory,true
1567,"Alternating dumbbell hammer curl","Curl marteau alterné assis avec haltères",mymemory,true
1689,"Cable Fly Middle Chest","Coffre du milieu de la mouche à câble",mymemory,true
1690,"Cable Fly Upper Chest","Coffre supérieur de mouche à câble",mymemory,true
1508,"High-Incline Smith Machine Press","Presse à Smith High-Incline",mymemory,true
1509,"Cable Tricep Kickback","Cable Tricep Kickback",mymemory,true
1510,"Neutral Grip Lat Pulldown","Pulldown de latte à prise neutre",mymemory,true
1511,"Kong Curl","Kong Curl",mymemory,true
1512,"Drop Curl","Drop Curl",mymemory,true
1513,"Overhead Cable Tricep Extension","Extension de triceps de câble aérien",mymemory,true
1514,"Lateral Walk","Marche latérale",mymemory,true
1515,"Leg Press Toe Press","Presse à jambes Presse à orteils",mymemory,true
1516,"Handstand","Poirier",mymemory,true
1691,"Cable Fly Lower Chest","Coffre inférieur de mouche à câble",mymemory,true
1692,"Incline Smith Press","Incline Smith Press",mymemory,true
1519,"Overhead Triceps Extension","Extension de triceps en hauteur",mymemory,true
1693,"Incline Static Hold","Maintien statique incliné",mymemory,true
1694,"Flat Machine Press","Presse",mymemory,true
1523,"Sled Push","Poussée de traîneau",mymemory,true
1524,"Battle Ropes","Cordes de combat",mymemory,true
1525,"Ball Slams","Ball Slams",mymemory,true
1526,"Ski Machine","Machine à ski",mymemory,true
1527,"Pendulum Squat","Squat pendulaire",mymemory,true
1528,"Glute Drive","Glute Drive",mymemory,true
1530,"Lying Dumbbell Curls","Boucles d'haltères couchées",mymemory,true
1531,"Cable Curls","Boucles de câble",mymemory,true
1695,"Pull-Ups (Wide Grip)","Pull-Ups (Poignée large)",mymemory,true
1698,"Barbell Row (Overhand)","Barbell Row (Overhand)",mymemory,true
1699,"Barbell Row (Underhand)","Barbell Row (Underhand)",mymemory,true
1535,"lying bicep curl","boucle de biceps couché",mymemory,true
1536,"Delt Stretch","Delt Stretch",mymemory,true
1537,"Pull-up Isometric Hold","Maintien isométrique Pull-up",mymemory,true
1700,"Barbell Romanian Deadlift (RDL)","Soulèvement mort roumain de Barbell (RDL)",mymemory,true
1701,"One-Arm Heavy Row","Rangée lourde à un bras",mymemory,true
1702,"Jalón al pecho con agarre ancho","Jalón al pecho con agarre ancho",mymemory,true
1703,"Patadas traseras","Patadas traseras",mymemory,true
1542,"Wide Pull Up","Wide Pull Up",mymemory,true
1704,"Tuck L-sit","Tuck L-sit",mymemory,true
1545,"Archer Pull Up","Archer Pull Up",mymemory,true
1546,"Larsen Press","Larsen Press",mymemory,true
1706,"Bulgarian Squat with Dumbbells","Squats bulgares haltères",wger,false
1548,"Stair Master","Maître d'escalier",mymemory,true
1549,"Stair Master","Maître d'escalier",mymemory,true
1707,"Elevación lateral polea","Elevación side polea",mymemory,true
1710,"Butchers Block Stretch","Étirement des blocs de bouchers",mymemory,true
1554,"Clap Push-UP","Clap Push-Up",mymemory,true
1711,"Sleeper Stretch","Étirement du dormeur",mymemory,true
1556,"Devil’s Press","Devil's Press",mymemory,true
1572,"Bird Dog","Bird dog",mymemory,true
1573,"Ab wheel","Roue ab",mymemory,true
1576,"Snap Down","Snap Down",mymemory,true
1577,"Bretzel stretch","Bretzel stretch",mymemory,true
1578,"Hip hinge","Charnière de hanche",mymemory,true
1580,"Perpendicular Unilateral Landmine Row","Rangée perpendiculaire unilatérale de mines antipersonnel",mymemory,true
1581,"Trap press","Presse-piège",mymemory,true
1582,"Side-laying interior rotation","Rotation intérieure latérale",mymemory,true
1583,"Supine press","Presse en décubitus",mymemory,true
1584,"March or jog in place","Marche ou jogging en place",mymemory,true
1589,"Estiramiento de piernas y cadera","Estiramiento de piernas y cadera",mymemory,true
1590,"Estiramiento de brazos y cuello","Estiramiento de brazos y cuello",mymemory,true
1591,"Respiración profunda (de pie o sentado)","Respiración profunda (de pie o sentado)",mymemory,true
1593,"Smith Machine Split Squat","Smith Machine Split Squat",mymemory,true
1594,"Smith Machine Split Squat","Smith Machine Split Squat",mymemory,true
1696,"Pull-Ups (Neutral Grip)","Pull-Ups (Neutral Grip)",mymemory,true
1709,"Reverse Fly Standing","Vol inversé en position debout",mymemory,true
1712,"Horizontal Shoulder Flexion Stretch","Étirement horizontal de la flexion de l'épaule",mymemory,true
1719,"Jalon caballero unialteral","Jalon caballero unialteral",mymemory,true
1602,"Dumbbell Scaption","Scaption d'haltères",mymemory,true
1603,"Leg curl with elastic","Flexion des jambes avec élastique",mymemory,true
1604,"Sliding Lateral Lunge","Fente latérale coulissante",mymemory,true
1605,"Copenhagen Adduction Exercise","Exercice d'Adduction à Copenhague",mymemory,true
1606,"Arm Raises (T/Y/I)","Élévations des bras (T/Y/I)",mymemory,true
1607,"Typewriter Pull-ups","Glissières pour machine à écrire",mymemory,true
1608,"Bodyweight Biceps Curl","Bodyweight Biceps Curl",mymemory,true
1723,"Glute Kickback (Machine)","Glute Kickback (Machine)",mymemory,true
1725,"Seated Row (Machine)","Rangée assise (machine)",mymemory,true
1612,"kettlebell sumo deadlift","kettlebell sumo deadlift",mymemory,true
1613,"rubber band glute kickback","bande en caoutchouc fessière kickback",mymemory,true
1614,"Dumbbell Hip Thrust","Poussée de la hanche de l'haltère",mymemory,true
1616,"Patada de burro con mancuerna","Patada de burro con mancuerna",mymemory,true
1617,"Crunch en maquina","Crunch en maquina",mymemory,true
1726,"Straight-Arm Pulldown (Cable)","Pulldown à bras droit (câble)",mymemory,true
1620,"Seated Dumbbell Calf Raise","Élévation des mollets haltères assis",wger,false
1621,"Unilateral Cable row","Rangée de câbles unilatérale",mymemory,true
1727,"Side Straight-Arm Pulldown (Cable)","Pulldown latéral à bras droit (câble)",mymemory,true
1728,"Shoulder Internal Rotation (Cable)","Rotation interne de l'épaule (câble)",mymemory,true
1729,"Shoulder External Rotation (Cable)","Rotation externe de l'épaule (câble)",mymemory,true
1730,"Side Lateral Raise (Cable)","Élévation latérale latérale (câble)",mymemory,true
1731,"Front Raise (Cable)","Élévation avant (câble)",mymemory,true
1732,"Face pulls with yellow/green band","Tirettes faciales avec bande jaune/verte",mymemory,true
1733,"Isometric Squat to Failure","Squat isométrique jusqu'à l'échec",mymemory,true
1734,"Single-Leg Lunge with Kettlebell:","Fente à une jambe avec Kettlebell :",mymemory,true
1735,"Single-leg side glute press","Presse fessière latérale à une jambe",mymemory,true
1736,"Single-Leg Deadlift with Dumbbell","Deadlift à une jambe avec haltère",mymemory,true
1738,"Neutral-grip pull-ups or TRX rows","Tirettes à prise neutre ou rangées TRX",mymemory,true
1740,"Single Leg Glute Bridge","Pont fessier à une jambe",mymemory,true
1743,"Windshield Wipers","Essuie-glaces",mymemory,true
1744,"Machine Side Lateral Raises","Élévations latérales côté machine",mymemory,true
1745,"Cable Front Raise with a small bar","Élévation avant de câble avec une petite barre",mymemory,true
1746,"Floor dumbbell bench press","Presse de banc pour haltères au sol",mymemory,true
1747,"Smith machine squat","Squat sumo à la Smith machine",mymemory,true
1748,"Machine Hip Abduction","Abduction de la hanche à la machine",mymemory,true
1749,"Seated Triceps Press","Presse triceps assise",mymemory,true
1750,"Romanian Deadlift","Soulevé de terre roumain",wger,false
1751,"Cable pull through","Tirer le câble à travers",mymemory,true
1752,"Side lateral raise - Front (Cable)","Élévation latérale latérale - Avant (câble)",mymemory,true
1753,"Side lateral raise - Back (Cable)","Élévation latérale latérale - Arrière (câble)",mymemory,true
1765,"Pull-Ups (Wide Grip)","Pull-Ups (Poignée large)",mymemory,true
1770,"Seated machine row","Rangée de machines assises",mymemory,true
1772,"Reverse crunch","Crunch inversé",mymemory,true
1773,"Legend Incline Bench Press","Legend Incline Bench Press",mymemory,true
1627,"Barbell squat","Haltères Squat",mymemory,true
1777,"Deficit Push ups","Déficit Push-ups",mymemory,true
1844,"Frog Stretch","Étirement de la grenouille",mymemory,true
1795,"unilateral cross body cable pull down","câble transversal unilatéral tirant vers le bas",mymemory,true
1801,"Barbell Full Squat","Barbell Squat complet",mymemory,true
1803,"Trap Bar Squat","Squat de la barre de piégeage",mymemory,true
1804,"ankle dorsiflexion rocks","roches dorsiflexion cheville",mymemory,true
1806,"Lat Pull Down","EXERCICE DU MUSCLE GRAND DORSAL",mymemory,true
1807,"Behind the Back Cable Lateral Raise","Derrière le câble arrière Élévation latérale",mymemory,true
1808,"Parallel Bar Hold","Maintien de barre parallèle",mymemory,true
1809,"Reverse Hyperextension","Hyperextension inverse",mymemory,true
1810,"Sphinx","Sphinx",mymemory,true
1823,"Clamshell","Clapet",mymemory,true
1824,"Dumbell Tate Press","Dumbell Tate Press",mymemory,true
1825,"Chest-Supported Rear Delt Raise","Soulèvement de delt arrière soutenu par la poitrine",mymemory,true
1826,"Band pull-apart with external rotation","Band pull-apart avec rotation externe",mymemory,true
1827,"Double-Leg Abdominal Press","Presse abdominale à deux jambes",mymemory,true
1828,"Abdominal Draw-In","Aspiration abdominale",mymemory,true
1829,"Landmine Squat to Press","Squat de mine terrestre à presser",mymemory,true
1830,"Barbell Step Back Lunge","Fente de marche arrière Barbell",mymemory,true
1831,"Hammerstrength Decline Chest Press","Hammerstrength Decline Chest Press",mymemory,true
1834,"Trap-3 Raise","Élévation du piège-3",mymemory,true
1835,"External Rotation Stretch","Étirement de rotation externe",mymemory,true
1838,"Banded Shoulder Drills","Perceuses à bandoulière rayée",mymemory,true
1841,"Seated Shoulder Extension Stretch","Étirement de l'extension de l'épaule assise",mymemory,true
1842,"Banded Clamshell","Clamshell à bande",mymemory,true
1397,"Standing Pancake Good Morning","Crêpe debout Bonjour",mymemory,true
1845,"Seated Pancake Good Morning","Crêpe assise Bonjour",mymemory,true
1846,"Horse Stance (Side Splits)","Position du cheval (fentes latérales)",mymemory,true
1847,"Straddle L-Sit","Straddle L-Sit",mymemory,true
1852,"L-sit","L-sit",mymemory,true
1853,"L-Sit (Foot Supported)","L-Sit (supporté par le pied)",mymemory,true
1854,"Calves foam roller","Rouleau mousse veaux",mymemory,true
1857,"Foam Roller Iliotibial band","Rouleau en mousse Bande iliotibiale",mymemory,true
1858,"Foam Roller quadriceps","Mousse Rouleau quadriceps",mymemory,true
1859,"Foam Roller Gluteus","Rouleau de mousse Gluteus",mymemory,true
1877,"Banded Scapular Retraction","Rétraction scapulaire en bande",mymemory,true
1878,"Bench Press Dumbbell","Haltère Bench Press",mymemory,true
1879,"Incline DB Y-Raise","Incliner DB Y-Raise",mymemory,true
1880,"Wide Grip Pull Up","Barre de traction à grande ouverture",mymemory,true
1882,"High-Cable Lateral Raise","Élévation latérale à câble élevé",mymemory,true
1883,"Machine Chest Press","Presse de coffre de machine",mymemory,true
1884,"Shinbox IR Stretch","Shinbox IR Stretch",mymemory,true
1885,"YTWL Exercise","Exercice YTWL",mymemory,true
1886,"Supine Hip Abduction","Abduction de la hanche supérieure",mymemory,true
1889,"Decline Bench Leg Raise","Relevé de la jambe du banc déclinant",mymemory,true
1893,"Overhead Barbell Press","Presse à barbe aérienne",mymemory,true
1897,"Close-Grip Bench Press","Développé-couché barre à prise serrée",mymemory,true
1900,"Tricep Rope Pushdowns","Extension triceps corde",wger,false
1901,"Clean and Press","Nettoyer et presser",mymemory,true
1902,"Weighted push-ups","Pompes pondérées",mymemory,true
1903,"Walking Lunges","Jambes : marche fentes",mymemory,true
1904,"Pec Deck","Pec Deck bras tendus",wger,false
1905,"Pullback","Pullback",mymemory,true
1906,"Hip Bridge","Pont de hanche",mymemory,true
1907,"Unilateral Lunges","Fentes unilatérales",mymemory,true
1908,"Butterfly Superman","Papillon Superman",mymemory,true
1909,"Leg Wheel","Roue de jambe",mymemory,true
1910,"Kneeling Superman","S'agenouiller Superman",mymemory,true
1911,"Cat Plank","Planche de chat",mymemory,true
1912,"Core Rotation","Rotation du tronc",mymemory,true
1913,"Unilateral Hip Thrust","Poussée unilatérale de la hanche",mymemory,true
1914,"Isometria alle parallele","Parallèle de l'allèle Isometria",mymemory,true
1916,"Tuck planche","Tuck planche",mymemory,true
